project,#u_classes,#d_classes,#de_classes,#dne_classes,#dw_classes,#dnw_classes,#uv_classes,#dv_classes,#dev_classes,#dnev_classes,#dwv_classes,#dnwv_classes,#u_sloc,#d_sloc,#de_sloc,#dne_sloc,#dw_sloc,#dnw_sloc,#uv_classes_sloc,#dv_classes_sloc,#dev_classes_sloc,#dnev_classes_sloc,#dwv_classes_sloc,#dnwv_classes_sloc,#uv_p1_r1,#uv_p1_r2,#uv_p1_r3,#uv_p1_r4,#uv_p2_r1,#uv_p2_r2,#uv_p2_r3,#uv_p2_r4,#uv_p3_r1,#uv_p3_r2,#uv_p3_r3,#uv_p3_r4,#dv_p1_r1,#dv_p1_r2,#dv_p1_r3,#dv_p1_r4,#dv_p2_r1,#dv_p2_r2,#dv_p2_r3,#dv_p2_r4,#dv_p3_r1,#dv_p3_r2,#dv_p3_r3,#dv_p3_r4,#dev_p1_r1,#dev_p1_r2,#dev_p1_r3,#dev_p1_r4,#dev_p2_r1,#dev_p2_r2,#dev_p2_r3,#dev_p2_r4,#dev_p3_r1,#dev_p3_r2,#dev_p3_r3,#dev_p3_r4,#dnev_p1_r1,#dnev_p1_r2,#dnev_p1_r3,#dnev_p1_r4,#dnev_p2_r1,#dnev_p2_r2,#dnev_p2_r3,#dnev_p2_r4,#dnev_p3_r1,#dnev_p3_r2,#dnev_p3_r3,#dnev_p3_r4,#dwv_p1_r1,#dwv_p1_r2,#dwv_p1_r3,#dwv_p1_r4,#dwv_p2_r1,#dwv_p2_r2,#dwv_p2_r3,#dwv_p2_r4,#dwv_p3_r1,#dwv_p3_r2,#dwv_p3_r3,#dwv_p3_r4,#dnwv_p1_r1,#dnwv_p1_r2,#dnwv_p1_r3,#dnwv_p1_r4,#dnwv_p2_r1,#dnwv_p2_r2,#dnwv_p2_r3,#dnwv_p2_r4,#dnwv_p3_r1,#dnwv_p3_r2,#dnwv_p3_r3,#dnwv_p3_r4
RamosLi.dbay-apns-for-java,21,40,12,28,40,0,11,7,0,7,7,0,715,2168,714,1454,2168,0,505,824,0,824,824,0,0,0,0,0,0,0,1,5,0,0,0,19,0,0,0,2,0,0,4,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,10,0,0,0,14,0,0,0,2,0,0,4,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
Randgalt.halva,280,35,35,0,0,35,2,1,1,0,0,1,6911,1628,1628,0,0,1628,124,90,90,0,0,90,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RankSys.RankSys,324,16531,2539,13992,2714,13817,23,1132,61,1071,48,1084,9523,605918,186441,419477,107779,498139,1093,275712,13410,262302,11238,264474,0,0,7,0,0,0,19,2,0,0,0,3,0,0,304,36,0,0,434,823,0,0,0,916,0,0,4,0,0,0,82,51,0,0,0,43,0,0,300,36,0,0,352,772,0,0,0,873,0,0,4,0,0,0,16,54,0,0,0,7,0,0,300,36,0,0,418,769,0,0,0,909
raphaeljolivet.java2typescript,62,5917,4376,1541,4160,1757,2,428,332,96,339,89,1441,208225,129379,78846,126820,81405,60,48487,30900,17587,35636,12851,0,0,0,0,0,0,0,0,0,0,0,4,0,0,29,12,0,0,210,259,0,0,0,525,0,0,25,10,0,0,176,168,0,0,0,421,0,0,4,2,0,0,34,91,0,0,0,104,0,0,26,10,0,0,182,139,0,0,0,505,0,0,3,2,0,0,28,120,0,0,0,20
raphw.byte-buddy,62,0,0,0,0,0,6,0,0,0,0,0,278,0,0,0,0,0,227,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rapidoid.rapidoid,861,7497,2426,5071,3325,4172,84,571,193,378,187,384,40245,338833,77210,262964,92393,247781,12952,82486,20291,62195,17517,64969,0,0,3,13,0,0,77,67,0,0,0,28,0,0,56,40,0,0,413,360,0,0,0,575,0,0,4,3,0,0,133,88,0,0,0,267,0,0,52,37,0,0,280,272,0,0,0,308,0,0,1,3,0,0,98,80,0,0,0,271,0,0,55,37,0,0,315,280,0,0,0,304
Raudius.Pushraven,14,118,118,0,118,0,1,2,2,0,2,0,383,3743,3743,0,3743,0,42,197,197,0,197,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
raydac.netbeans-mmd-plugin,13243,7366,974,6392,629,6737,747,0,0,0,0,0,450612,267473,41741,225732,35193,232280,71095,0,0,0,0,0,0,0,63,65,0,0,493,323,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rcarz.jira-client,88,571,232,339,339,232,12,58,15,43,43,15,3370,30382,20030,10352,10352,20030,930,6564,3619,2945,2945,3619,0,0,0,0,0,0,1,25,0,0,0,0,0,0,15,0,0,0,16,34,0,0,0,98,0,0,4,0,0,0,2,2,0,0,0,12,0,0,11,0,0,0,14,32,0,0,0,86,0,0,11,0,0,0,14,32,0,0,0,86,0,0,4,0,0,0,2,2,0,0,0,12
rchodava.datamill,234,7594,3992,3602,2586,5008,20,396,155,241,120,276,6711,241623,124772,116903,57631,183992,1783,44845,20142,24703,10756,34089,0,0,0,0,0,0,16,1,0,0,0,32,0,0,47,23,0,0,175,217,0,0,0,635,0,0,13,4,0,0,116,27,0,0,0,273,0,0,34,19,0,0,59,190,0,0,0,362,0,0,20,0,0,0,37,44,0,0,0,181,0,0,27,23,0,0,138,173,0,0,0,454
recruit-tech.redpen,159,871,600,271,410,461,19,89,53,36,30,59,6475,45886,34202,11684,26303,19583,2122,14032,8684,5348,5825,8207,0,0,0,0,0,0,12,2,0,0,0,32,0,0,22,7,0,0,85,36,0,0,0,165,0,0,5,2,0,0,41,14,0,0,0,77,0,0,17,5,0,0,44,22,0,0,0,88,0,0,2,0,0,0,38,1,0,0,0,58,0,0,20,7,0,0,47,35,0,0,0,107
red6.pdfcompare,43,1174,202,972,785,389,6,124,24,100,90,34,1834,59425,8075,51350,44346,15079,589,16515,2178,14337,13031,3484,0,0,0,0,0,0,3,0,0,0,0,13,0,0,17,4,0,0,39,69,0,0,0,282,0,0,3,2,0,0,4,13,0,0,0,19,0,0,14,2,0,0,35,56,0,0,0,263,0,0,14,2,0,0,24,52,0,0,0,211,0,0,3,2,0,0,15,17,0,0,0,71
RedisLabs.redis-quartz,3,981,630,351,153,828,2,79,13,66,2,77,1242,44121,24289,19832,2920,41201,1207,10838,691,10147,19,10819,0,0,0,0,0,0,2,0,0,0,0,53,0,0,13,0,0,0,157,79,0,0,0,287,0,0,1,0,0,0,1,10,0,0,0,15,0,0,12,0,0,0,156,69,0,0,0,272,0,0,0,0,0,0,0,1,0,0,0,2,0,0,13,0,0,0,157,78,0,0,0,285
RedisLabs.spark-redis,313,14114,610,13504,65,14049,10,287,17,270,4,283,3522,159407,27781,131626,2274,157133,417,38217,1353,36864,583,37634,0,0,0,0,0,0,1,11,0,0,0,3,0,0,9,21,0,0,122,311,0,0,0,100,0,0,1,1,0,0,5,13,0,0,0,17,0,0,8,20,0,0,117,298,0,0,0,83,0,0,0,0,0,0,4,0,0,0,0,1,0,0,9,21,0,0,118,311,0,0,0,99
Redor.REST-API-Client,25,175,0,175,127,48,5,19,0,19,11,8,1270,6036,0,6036,3483,2553,440,2061,0,2061,1068,993,0,0,0,0,0,0,4,8,0,0,0,4,0,0,1,2,0,0,3,4,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,4,0,0,0,67,0,0,1,0,0,0,1,0,0,0,0,15,0,0,0,2,0,0,2,4,0,0,0,52
relayrides.pushy,117,1438,764,674,722,716,9,56,19,37,35,21,4731,53619,32358,21261,30021,23598,1581,6462,3066,3396,4600,1862,0,0,0,0,0,0,1,3,0,0,0,14,0,0,4,0,0,0,33,13,0,0,0,124,0,0,2,0,0,0,4,3,0,0,0,50,0,0,2,0,0,0,29,10,0,0,0,74,0,0,4,0,0,0,29,3,0,0,0,54,0,0,0,0,0,0,4,10,0,0,0,70
relops.snowflake,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remoting.dubbox,2118,13745,5026,8719,6047,7698,113,1579,522,1057,768,811,39725,559487,202519,356968,222114,339015,8943,183760,53672,130088,85065,98695,0,0,11,8,0,0,66,34,0,0,0,159,0,0,184,144,0,6,1026,998,0,0,0,2184,0,0,31,43,0,0,172,276,0,0,0,710,0,0,153,101,0,6,854,722,0,0,0,1474,0,0,121,18,0,3,700,340,0,0,0,1364,0,0,63,126,0,3,326,658,0,0,0,820
renatoathaydes.Automaton,0,155,155,0,0,155,0,65,65,0,0,65,0,18236,18236,0,0,18236,0,18233,18233,0,0,18233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,181,0,0,0,0,0,0,2,2,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,181
renrenio.renren-security,323,6744,3859,2885,1566,5178,10,684,323,361,199,485,3024,390970,204396,186574,76667,314303,947,111233,55067,56166,27796,83437,0,0,0,0,0,0,17,3,0,0,0,8,0,0,83,56,0,0,638,469,0,0,0,2279,0,0,38,41,0,0,235,192,0,0,0,1635,0,0,45,15,0,0,403,277,0,0,0,644,0,0,21,1,0,0,148,55,0,0,0,1565,0,0,62,55,0,0,490,414,0,0,0,714
republique-et-canton-de-geneve.chvote-1-0,34,4850,2154,2696,2154,2696,8,326,112,214,112,214,1166,149436,50438,98998,50438,98998,509,31740,12780,18960,12780,18960,0,0,4,0,0,0,5,8,0,0,0,3,0,0,114,4,0,0,109,360,0,0,0,152,0,0,16,0,0,0,87,11,0,0,0,111,0,0,98,4,0,0,22,349,0,0,0,41,0,0,16,0,0,0,87,11,0,0,0,111,0,0,98,4,0,0,22,349,0,0,0,41
rest-assured.rest-assured,471,14535,4059,10476,4120,10415,88,940,545,395,484,456,11931,305731,120989,184742,117100,188631,5169,86362,47024,39338,41087,45275,0,0,0,0,0,1,15,13,0,0,0,89,0,0,30,1,0,1,306,518,0,0,0,1219,0,0,9,0,0,0,145,131,0,0,0,873,0,0,21,1,0,1,161,387,0,0,0,346,0,0,13,0,0,0,238,133,0,0,0,924,0,0,17,1,0,1,68,385,0,0,0,295
RestComm.jss7,3926,3799,3309,490,1966,1833,368,177,134,43,101,76,144133,115302,97895,17407,40254,75048,38603,21525,14284,7241,9542,11983,0,0,8,42,0,0,53,428,0,0,0,730,0,0,17,2,0,0,111,54,0,0,0,332,0,0,17,2,0,0,89,17,0,0,0,178,0,0,0,0,0,0,22,37,0,0,0,154,0,0,14,0,0,0,59,11,0,0,0,94,0,0,3,2,0,0,52,43,0,0,0,238
resteasy.resteasy-examples,59,7873,2857,5016,3670,4203,20,815,311,504,504,311,901,296259,86153,210106,133596,162663,445,100616,26793,73823,57001,43615,0,0,0,0,0,0,0,1,0,0,0,54,0,0,104,34,0,0,494,561,0,0,0,1394,0,0,18,10,0,0,163,165,0,0,0,496,0,0,86,24,0,0,331,396,0,0,0,898,0,0,39,9,0,0,245,344,0,0,0,1069,0,0,65,25,0,0,249,217,0,0,0,325
RestExpress.RestExpress,135,3923,2772,1151,175,3748,8,99,44,55,2,97,4471,170369,113629,56740,3330,167039,497,13427,5398,8029,19,13408,0,0,0,0,0,0,2,0,0,0,0,7,0,0,8,20,0,0,53,56,0,0,0,103,0,0,3,3,0,0,32,20,0,0,0,87,0,0,5,17,0,0,21,36,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,2,0,0,8,20,0,0,53,55,0,0,0,101
restfb.restfb,611,0,0,0,0,0,77,0,0,0,0,0,24078,0,0,0,0,0,8797,0,0,0,0,0,0,0,0,0,0,0,1,274,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
restic.rest-server,44,246,246,0,246,0,0,23,23,0,23,0,58,3941,3941,0,3941,0,0,426,426,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,0,0,0,0,0,0,0,20,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resty-gwt.resty-gwt,141,932,0,932,0,932,14,32,0,32,0,32,3534,47117,0,47117,0,47117,553,5582,0,5582,0,5582,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,7,31,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,12
retrostreams.android-retrostreams,608,0,0,0,0,0,4,0,0,0,0,0,10153,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rgbdemo.nestk,22,92,0,92,0,92,1,10,0,10,0,10,361,3519,0,3519,0,3519,16,1302,0,1302,0,1302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,5,0,0,0,9
rhiot.amqp-kafka-bridge,66,702,696,6,314,388,12,61,59,2,50,11,2708,30671,30289,382,12456,18215,1652,5770,5465,305,4738,1032,0,0,1,0,0,0,6,0,0,0,0,58,0,0,11,1,0,0,51,11,0,0,0,83,0,0,11,0,0,0,51,11,0,0,0,57,0,0,0,1,0,0,0,0,0,0,0,26,0,0,9,0,0,0,44,9,0,0,0,56,0,0,2,1,0,0,7,2,0,0,0,27
rhuss.jolokia,306,924,43,881,12,912,23,90,3,87,0,90,8893,36569,2114,34455,714,35855,1846,9663,295,9368,0,9663,0,0,3,0,0,0,21,2,0,0,0,19,0,0,4,12,0,0,54,102,0,0,0,27,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,12,0,0,54,94,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,54,102,0,0,0,27
RichardWarburton.java-8-lambdas-exercises,147,915,0,915,233,682,4,18,0,18,18,0,2218,13337,0,13337,6927,6410,146,1527,0,1527,1527,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,3,0,0,0,13,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,5,0,0,0,9,0,0,3,0,0,0,13,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
RichardWarburton.lambda-behave,73,5579,635,4944,233,5346,6,130,46,84,11,119,2532,121744,19229,102515,5722,116022,464,11437,4700,6737,690,10747,0,0,0,0,0,0,1,1,0,0,0,7,0,0,15,6,0,0,74,105,0,0,0,50,0,0,4,6,0,0,22,28,0,0,0,37,0,0,11,0,0,0,52,77,0,0,0,13,0,0,1,4,0,0,10,0,0,0,0,0,0,0,14,2,0,0,64,105,0,0,0,50
RichardWarburton.slab,22,179,0,179,0,179,3,11,0,11,0,11,685,11481,0,11481,0,11481,222,2162,0,2162,0,2162,0,0,0,0,0,0,1,1,0,0,0,3,0,0,6,1,0,0,5,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,5,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,5,7,0,0,0,5
RIPE-NCC.hadoop-pcap,29,2231,1747,484,2071,160,4,108,50,58,91,17,1034,59727,41274,18453,51068,8659,412,10361,5571,4790,8398,1963,0,0,1,0,0,0,0,0,0,0,0,8,0,0,24,0,0,0,30,67,0,0,0,156,0,0,9,0,0,0,10,1,0,0,0,69,0,0,15,0,0,0,20,66,0,0,0,87,0,0,20,0,0,0,23,32,0,0,0,155,0,0,4,0,0,0,7,35,0,0,0,1
ripple.ripple-lib-java,2859,125,60,65,0,125,266,18,11,7,0,18,98564,6639,2315,4324,0,6639,24034,2496,1536,960,0,2496,0,0,103,118,0,0,34,394,0,0,0,151,0,0,2,6,0,0,11,27,0,0,0,1,0,0,2,6,0,0,11,5,0,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,11,27,0,0,0,1
RishiGupta12.serial-communication-manager,16,0,0,0,0,0,3,0,0,0,0,0,583,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RishiGupta12.SerialPundit,16,0,0,0,0,0,3,0,0,0,0,0,583,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RisingOak.jenkins-client,87,2717,391,2326,1134,1583,3,197,30,167,110,87,3864,127542,25162,102380,50171,77371,1000,29165,7727,21438,13967,15198,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,6,0,0,119,141,0,0,0,281,0,0,2,0,0,0,46,1,0,0,0,54,0,0,12,6,0,0,73,140,0,0,0,227,0,0,14,0,0,0,68,54,0,0,0,200,0,0,0,6,0,0,51,87,0,0,0,81
rithms.riot-api-java,192,175,175,0,175,0,4,2,2,0,2,0,6527,3330,3330,0,3330,0,234,19,19,0,19,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
rjeschke.txtmark,34,0,0,0,0,0,3,0,0,0,0,0,1323,0,0,0,0,0,87,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rjo1970.dumbster,35,0,0,0,0,0,2,0,0,0,0,0,792,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rkalla.imgscalr,22,0,0,0,0,0,2,0,0,0,0,0,472,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rkapsi.patricia-trie,50,0,0,0,0,0,0,0,0,0,0,0,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rlf.uSkyBlock,950,3007,1935,1072,0,3007,68,119,26,93,0,119,15570,83798,28019,55779,0,83798,8003,19940,3409,16531,0,19940,0,0,2,2,0,0,59,28,0,0,0,119,0,0,13,7,0,0,125,28,0,0,0,127,0,0,0,0,0,0,16,14,0,0,0,50,0,0,13,7,0,0,109,14,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,125,28,0,0,0,127
RNCryptor.JNCryptor,19,0,0,0,0,0,4,0,0,0,0,0,734,0,0,0,0,0,376,0,0,0,0,0,0,0,12,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rnewson.couchdb-lucene,73,15316,1667,13649,14774,542,16,425,209,216,382,43,1647,682383,64693,617690,643031,39352,1120,50942,22876,28066,39781,11161,0,0,1,0,0,0,9,1,0,0,0,44,0,0,93,38,0,4,334,258,0,0,0,464,0,0,61,11,0,4,208,87,0,0,0,239,0,0,32,27,0,0,126,171,0,0,0,225,0,0,81,31,0,4,285,239,0,0,0,433,0,0,12,7,0,0,49,19,0,0,0,31
robert-bor.CSVeed,77,47,0,47,0,47,6,6,0,6,0,6,2597,2361,0,2361,0,2361,478,683,0,683,0,683,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,57
robertotru.spring-boot-email-tools,68,2638,2158,480,2584,54,11,88,78,10,83,5,2040,59609,45453,14156,57949,1660,668,8286,7547,739,8059,227,0,0,0,0,0,0,0,11,0,0,0,15,0,0,16,2,0,0,49,12,0,0,0,52,0,0,16,0,0,0,44,10,0,0,0,51,0,0,0,2,0,0,5,2,0,0,0,1,0,0,16,2,0,0,42,12,0,0,0,52,0,0,0,0,0,0,7,0,0,0,0,0
robertvazan.sourceafis-java,71,2402,180,2222,494,1908,1,37,2,35,29,8,4033,98778,3568,95210,16187,82591,742,2208,25,2183,1971,237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,7,61,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,7,0,0,7,60,0,0,0,6,0,0,0,7,0,0,4,51,0,0,0,7,0,0,0,0,0,0,3,10,0,0,0,1
robinst.autolink-java,18,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robinst.git-merge-repos,5,1254,0,1254,1249,5,1,91,0,91,90,1,300,42855,0,42855,42527,328,138,12255,0,12255,12239,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,0,0,124,51,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,124,51,0,0,0,24,0,0,12,1,0,0,124,51,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0
RobotiumTech.robotium,73,0,0,0,0,0,10,0,0,0,0,0,4446,0,0,0,0,0,2667,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robrua.Orianna,1996,3546,2357,1189,1814,1732,9,143,72,71,47,96,30426,127209,61671,65538,34073,93136,2480,25467,10903,14564,4839,20628,0,0,0,0,0,0,0,2,0,0,0,50,0,0,15,1,0,0,32,93,0,0,0,142,0,0,12,0,0,0,14,5,0,0,0,74,0,0,3,1,0,0,18,88,0,0,0,68,0,0,7,0,0,0,9,1,0,0,0,42,0,0,8,1,0,0,23,92,0,0,0,100
robward-scisys.sldeditor,1144,4854,955,3899,1289,3565,61,430,32,398,90,340,36516,187977,26517,161461,35413,152565,5492,53000,5048,47952,7744,45256,0,0,4,1,0,0,54,7,0,0,0,46,0,0,66,75,0,0,288,154,0,0,0,983,0,0,0,0,0,0,14,12,0,0,0,193,0,0,66,75,0,0,274,142,0,0,0,790,0,0,12,0,0,0,22,55,0,0,0,179,0,0,54,75,0,0,266,99,0,0,0,804
rogerdudler.eclipse-ui-themes,1,984,30,954,984,0,0,64,2,62,64,0,14,29246,1956,27290,29246,0,0,7194,452,6742,7194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,35,71,0,0,0,6,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,9,0,0,32,66,0,0,0,5,0,0,0,9,0,0,35,71,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
RojerAlone.shop,70,9136,5678,3458,5115,4021,21,961,600,361,579,382,2240,386085,195085,191000,170103,215982,1183,110345,55374,54971,53038,57307,0,0,1,0,0,0,15,26,0,0,0,78,0,0,80,82,0,0,574,612,0,0,0,1243,0,0,22,20,0,0,279,216,0,0,0,1049,0,0,58,62,0,0,295,396,0,0,0,194,0,0,22,1,0,0,344,178,0,0,0,1049,0,0,58,81,0,0,230,434,0,0,0,194
romainr.hadoop-tutorials-examples,0,12681,0,12681,12681,0,0,1237,0,1237,1237,0,0,408092,0,408092,408092,0,0,134561,0,134561,134561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,176,0,1,314,691,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,176,0,1,314,691,0,0,0,2005,0,0,61,176,0,1,314,691,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0
rometools.rome,534,957,515,442,505,452,79,95,24,71,45,50,21537,49772,28250,21522,26596,23176,6004,15251,6331,8920,8076,7175,0,0,2,2,0,0,60,172,0,0,0,97,0,0,7,2,0,0,34,55,0,0,0,247,0,0,2,0,0,0,17,0,0,0,0,46,0,0,5,2,0,0,17,55,0,0,0,201,0,0,3,0,0,0,19,7,0,0,0,117,0,0,4,2,0,0,15,48,0,0,0,130
