project,#u_classes,#d_classes,#uv_classes,#dv_classes,#u_sloc,#d_sloc,#uv_classes_sloc,#dv_classes_sloc,#uv_p1_r1,#uv_p1_r2,#uv_p1_r3,#uv_p1_r4,#uv_p2_r1,#uv_p2_r2,#uv_p2_r3,#uv_p2_r4,#uv_p3_r1,#uv_p3_r2,#uv_p3_r3,#uv_p3_r4,#dv_p1_r1,#dv_p1_r2,#dv_p1_r3,#dv_p1_r4,#dv_p2_r1,#dv_p2_r2,#dv_p2_r3,#dv_p2_r4,#dv_p3_r1,#dv_p3_r2,#dv_p3_r3,#dv_p3_r4
tribbloid.ISpark,474,4165,2,65,5344,149304,275,9924,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22,5,0,0,60,28,0,0,0,36
imdada.overwatch,7,1269,2,69,151,73292,53,12130,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,11,89,0,0,0,34
tony19.named-regexp,4,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simplesteph.kafka-connect-github-source,16,40,1,4,1641,1494,61,376,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,2,0,0,0,27
kohsuke.github-api,327,1103,5,60,6736,64952,873,11153,0,0,0,0,0,0,3,0,0,0,0,7,0,0,19,0,0,0,60,35,0,0,0,58
springuni.springuni-particles,22,337,2,31,281,9275,28,2881,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2,0,0,9,18,0,0,0,77
beders.Resty,66,152,14,28,3537,10996,971,3392,0,0,0,2,0,0,8,6,0,0,0,3,0,0,8,1,0,0,13,74,0,0,0,6
chanjarster.weixin-java-tools,225,852,19,56,7797,29041,1871,7327,0,0,3,0,0,0,13,11,0,0,0,6,0,0,22,17,0,0,64,11,0,0,0,81
alibaba.java-dns-cache-manipulator,8,185,3,16,470,8997,268,3036,0,0,0,0,0,0,2,3,0,0,0,4,0,0,0,0,0,0,35,1,0,0,0,14
ogrodnek.csv-serde,1,10,0,0,85,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
google.dagger,15,2007,0,49,156,39971,0,5542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,1,0,0,0,43
lviggiano.owner,111,177,5,9,1886,3217,424,799,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,9
xresloader.xresloader,13568,6469,524,0,629191,258509,64399,0,0,0,92,46,0,0,375,328,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0
CaoQianLi.requests,65,1294,6,92,2270,69857,440,17386,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,21,0,0,20,120,0,0,0,18
nutzam.ssdb4j,20,68,7,4,1836,2342,430,600,0,0,0,7,0,0,1,5,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1
Devexperts.aprof,205,321,18,26,6262,17819,1603,3766,0,0,2,0,0,0,13,4,0,0,0,4,0,0,6,0,0,0,14,10,0,0,0,8
lionsoul2014.jcseg,131,8639,23,288,6655,286516,1656,33393,0,0,2,27,0,0,14,15,0,0,0,27,0,0,14,40,0,1,81,342,0,0,0,100
cookieai.flink-tensorflow,24687,7457,886,74,664489,91614,71996,7390,0,0,53,247,0,0,301,1031,0,0,0,755,0,0,7,0,0,0,16,22,0,0,0,120
mongobee.mongobee,16,2836,3,182,579,81794,337,17274,0,0,0,0,0,0,0,1,0,0,0,6,0,0,6,2,0,0,40,71,0,0,0,374
alibaba.transmittable-thread-local,452,440,46,43,21339,20589,4502,4410,0,0,5,15,0,0,20,40,0,0,0,8,0,0,5,15,0,0,19,40,0,0,0,6
robert-bor.CSVeed,77,47,6,6,2597,2361,478,683,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,4,0,0,0,57
cb372.metrics-sigar,31,359,0,39,406,13140,0,2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,50,11,0,0,0,38
lalyos.jfiglet,18,0,2,0,305,0,112,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spotify.trickle,55,1720,0,44,602,30135,0,4397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,1,0,0,0,39
hoserdude.spring-boot-mybatis-profile-sandbox,58,1136,11,130,1850,74487,961,19909,0,0,0,0,0,0,17,6,0,0,0,15,0,0,32,4,0,0,117,98,0,0,0,96
cambecc.grib2json,7,1592,2,200,416,61606,102,24962,0,0,0,0,0,0,1,0,0,0,0,2,0,0,44,25,0,0,86,127,0,0,0,240
bane73.firebase4j,8,1258,3,138,287,46315,232,11996,0,0,0,0,0,0,4,0,0,0,0,11,0,0,20,3,0,0,65,77,0,0,0,214
pac4j.spring-webmvc-pac4j,12,3390,2,371,374,150005,135,44213,0,0,3,0,0,0,0,0,0,0,0,3,0,0,21,40,0,0,162,349,0,0,0,395
objectify.objectify,297,1453,24,82,7507,87106,1205,16320,0,0,1,1,0,0,3,5,0,0,0,25,0,0,6,0,0,0,12,95,0,0,0,95
jbufu.openid4java,102,2346,56,228,5549,89923,4646,20702,0,0,0,4,0,0,18,16,0,0,0,247,0,0,17,6,0,0,178,100,0,0,0,363
twitter.joauth,64,1622,3,41,233,29688,35,4327,0,0,0,0,0,0,0,3,0,0,0,6,0,0,7,0,0,0,9,1,0,0,0,36
acesinc.json-data-generator,48,15336,17,726,1485,565114,845,92549,0,0,0,0,0,0,11,2,0,0,0,36,0,0,69,13,0,0,295,546,0,0,0,1135
EleTeam.Shop-PHP-Yii2,22,3890,11,435,795,133402,616,39932,0,0,3,6,0,0,13,4,0,0,0,37,0,0,56,7,0,0,295,147,0,0,0,691
yegor256.takes,411,1699,28,201,9696,70380,1332,23252,0,0,1,0,0,0,31,0,0,0,0,13,0,0,9,3,0,0,83,271,0,0,0,279
ganskef.LittleProxy-mitm,11,3047,5,240,509,100747,396,20288,0,0,1,0,0,0,3,2,0,0,0,9,0,0,112,7,0,0,28,348,0,0,0,85
asterisk-java.asterisk-java,779,28,27,4,32234,1306,2263,583,0,0,1,0,0,0,9,32,0,0,0,51,0,0,0,0,0,0,0,2,0,0,0,53
mozilla-metrics.akela,64,10922,11,1464,1457,344785,620,161433,0,0,0,2,0,0,0,2,0,0,0,11,11,1,151,115,0,15,844,551,0,0,0,4212
siom79.japicmp,567,8216,22,418,5184,229657,1083,51912,0,0,0,0,0,0,13,0,0,0,0,43,0,0,43,16,0,0,471,164,0,0,0,236
twitter.iago,437,9821,24,538,4841,212324,2099,57157,0,0,0,0,0,0,25,5,0,0,0,3,17,1,163,3,0,19,556,371,0,0,0,1111
openhab.jmdns,116,34,24,4,4264,2060,2867,568,0,0,0,2,0,0,2,2,0,0,0,94,0,0,0,0,0,0,0,4,0,0,0,52
codecentric.spring-boot-starter-batch-web,59,1193,11,190,1196,99507,516,33904,0,0,0,0,0,0,1,0,0,0,0,22,0,0,29,10,0,0,155,150,0,0,0,164
emilybache.Tennis-Refactoring-Kata,4,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meraki-analytics.Orianna,1996,3546,9,143,30426,127209,2480,25467,0,0,0,0,0,0,0,2,0,0,0,50,0,0,15,1,0,0,32,93,0,0,0,142
liu-peiyu.SpringBootAdmin,132,4939,5,342,2167,273170,683,62904,0,0,0,0,0,0,16,2,0,0,0,1,0,0,39,52,0,0,236,326,0,0,0,249
soundcloud.java-api-wrapper,35,263,2,24,1049,7960,582,1371,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,0,0,0,48
gitbucket.markedj,33,238,1,9,553,4834,43,905,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0,3
jkcclemens.khttp,52,600,8,8,3509,30908,899,12918,0,0,0,0,0,0,1,8,0,0,0,2,0,0,0,0,0,0,18,2,0,0,0,5
log4mongo.log4mongo-java,13,1372,0,25,430,42593,0,2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,12,0,0,0,24
JakeWharton.picasso2-okhttp3-downloader,1,274,0,11,90,8308,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,9
jwtk.jjwt,138,827,3,29,3442,43680,284,4480,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,8,32,0,0,0,5
optimaize.language-detector,49,1907,5,63,1618,35252,385,6367,0,0,0,0,0,0,8,2,0,0,0,5,0,0,8,0,0,0,14,3,0,0,0,116
fpj.zookeeper-book-example,84,885,34,169,918,28324,892,15443,0,0,0,0,0,0,8,0,0,0,0,71,0,0,7,6,0,0,68,53,0,0,0,322
rrice.java-string-similarity,10,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nathanielc.morgoth,44,246,0,23,58,3941,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,0,0,0,0
jonnyzzz.TeamCity.Node,37,743,0,4,131,26328,0,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,4,0,0,0,3
UweTrottmann.trakt-java,117,322,0,7,1637,14263,0,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,10
ykameshrao.spring-angularjs-hibernate-twitter-bootstrap-java-single-page-webapp-with-jwt-auth-rest-api,68,18200,20,1414,1326,685483,571,159164,0,0,5,0,0,0,7,14,0,0,0,39,0,0,130,67,0,0,915,920,0,0,0,1534
rcarz.jira-client,88,571,12,58,3370,30382,930,6564,0,0,0,0,0,0,1,25,0,0,0,0,0,0,15,0,0,0,16,34,0,0,0,98
codecentric.jbehave-junit-runner,10,286,0,9,534,6773,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,1
electronicarts.ea-agent-loader,29,0,2,0,169,0,124,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
in28minutes.MockitoTutorialForBeginners,21,0,2,0,383,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
cheng-li.pyramid,532,25938,131,1249,35343,899661,19622,160699,0,0,20,0,0,0,341,92,0,0,0,138,0,0,263,125,0,1,790,948,0,0,0,1013
Eliteams.quick4j,60,10678,8,963,1095,445865,217,112132,0,0,9,0,0,0,6,3,0,0,0,18,0,0,122,63,0,0,658,612,0,0,0,1336
hailin0.sensitive-word-filter,18,153,0,10,444,12899,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,34
bootique.bootique,208,1494,8,70,5283,63942,342,13004,0,0,0,2,0,0,4,1,0,0,0,1,0,0,3,0,0,0,18,87,0,0,0,23
ggrandes.bouncer,95,0,18,0,2496,0,1290,0,0,0,6,0,0,0,14,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
tarun3kumar.seleniumtestsframework,115,7909,26,483,6296,214078,3076,48401,0,0,2,1,0,0,55,1,0,0,0,61,0,0,61,37,0,0,242,290,0,0,0,478
QianmiOpen.edge,24,3875,7,435,1032,163046,538,42177,0,0,3,0,0,0,6,0,0,0,0,13,0,0,31,63,0,0,152,226,0,0,0,582
nghialv.promviz,44,246,0,23,58,3941,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,0,0,0,0
TFaga.KumuluzEE,171,21440,26,1671,5985,792173,2592,190910,0,0,0,1,0,0,46,15,0,0,0,36,0,0,103,106,0,0,954,878,0,0,0,3684
sakserv.hadoop-mini-clusters,156,27415,7,1422,5675,870249,780,203307,0,0,0,0,0,0,11,0,0,0,0,10,0,0,76,0,0,1,449,929,0,0,0,2252
javachen.learning-hadoop,2,230,1,10,66,5154,10,620,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,2
mrsqueeze.spark-hash,40,11373,1,624,173,173383,0,58675,0,0,0,0,0,0,2,0,0,0,0,0,0,0,33,7,0,1,334,574,0,0,0,533
WantedTechnologies.xpresso,416,4333,33,450,15060,205949,4464,81401,0,0,1,12,0,0,7,21,0,0,0,73,0,0,146,57,0,0,351,338,0,0,0,518
jalkanen.speed4j,25,23,4,3,968,851,541,171,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,3
oktadeveloper.jhipster-microservices-example,95,3138,10,227,916,89083,309,17768,0,0,1,0,0,0,4,0,0,0,0,20,0,0,15,0,0,0,102,88,0,0,0,234
tdunning.log-synth,133,5638,29,213,3744,199716,2304,43323,0,0,0,0,0,0,38,0,0,0,0,7,0,0,28,211,0,0,148,165,0,0,0,293
banq.jdonframework,278,4204,41,310,8939,127541,3061,30356,0,0,2,3,0,0,37,27,0,0,0,32,0,0,18,19,0,0,138,159,0,0,0,353
jtmelton.appsensor,23642,28040,867,1420,403107,783964,96677,128621,0,0,115,30,0,2,652,404,0,0,0,1376,0,0,32,134,0,0,611,708,0,0,0,2230
ddf.Minim,147,301,21,29,7530,13379,2148,4591,0,0,0,10,0,0,32,9,0,0,0,1,0,0,3,10,0,0,74,28,0,0,0,30
google.allocation-instrumenter,2112,2090,57,55,53415,52937,6602,6493,0,0,12,1,0,0,18,8,0,0,0,45,0,0,12,1,0,0,17,6,0,0,0,44
toomanyopenfiles.jmxmon,36,2745,6,159,1190,95261,651,21017,0,0,0,0,0,0,6,1,0,0,0,18,0,0,16,1,0,0,116,72,0,0,0,168
smola.galimatias,44,1097,0,89,1272,50774,0,13172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,7,63,0,0,0,43
kumuluz.kumuluzee,171,21440,26,1671,5985,792173,2592,190910,0,0,0,1,0,0,46,15,0,0,0,36,0,0,103,106,0,0,954,878,0,0,0,3684
soabase.exhibitor,298,5752,33,426,6950,165155,2627,41935,0,0,3,0,0,0,37,12,0,0,0,75,0,0,47,8,0,3,204,209,0,0,0,547
Graylog2.graylog-plugin-slack,17,0,1,0,400,0,33,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
jaibeermalik.elasticsearch-tutorial,30,9386,8,594,1585,272429,947,60135,0,0,0,4,0,0,0,4,0,0,0,25,0,0,27,50,0,0,196,525,0,0,0,491
EasyBatch.easybatch-framework,238,11673,22,654,5414,369435,1318,77751,0,0,0,0,0,0,17,3,0,0,0,27,0,0,75,33,0,0,436,552,0,0,0,750
Glamdring.computoser,29485,16831,58,1756,7233,723868,4307,247726,0,0,44,6,0,0,59,25,0,0,0,92,0,0,196,241,0,0,1139,1991,0,0,0,2220
qmx.jitescript,9,166,0,8,1675,12468,0,2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,5,4,0,0,0,2
actframework.actframework,1874,6928,83,435,39856,270513,10317,81148,0,0,2,59,0,0,58,13,0,0,0,20,0,0,49,141,0,0,287,793,0,0,0,379
kpavlov.jreactive-8583,21,2732,5,49,655,116786,313,6718,0,0,0,0,0,0,0,2,0,0,0,9,0,0,4,2,0,0,33,23,0,0,0,145
jirkapinkas.java-blog-aggregator,33,6510,6,829,941,252125,128,81842,0,0,9,0,0,0,0,2,0,0,0,11,0,0,63,22,0,0,586,384,0,0,0,1196
Apicurio.apicurio-studio,1683,5383,191,316,66369,299092,18564,59682,0,0,34,3,0,1,106,97,0,0,0,466,0,0,46,12,0,0,297,236,0,0,0,203
jamesmorgan.ReloadablePropertiesAnnotation,23,3644,6,224,467,105766,293,20907,0,0,0,4,0,0,0,2,0,0,0,14,0,0,19,6,0,0,83,85,0,0,0,271
caelum.mamute,387,13747,35,1637,9639,511863,1770,165968,0,0,3,0,0,0,24,0,0,0,0,34,0,0,148,312,0,1,865,806,0,0,0,3081
huangxianyuan.hxyFrame,259,18792,65,1665,9125,680657,3817,179442,0,0,92,2,0,0,9,40,0,0,0,214,0,0,137,149,0,1,1035,1002,0,0,0,2619
google.tink,6,879,0,29,20,21683,0,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,14,2,0,0,0,17
fasseg.exp4j,51,0,1,0,606,0,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-webbee.webBee,16339,3499,732,116,574738,135546,84910,10536,0,0,52,96,0,0,268,654,0,0,0,607,0,0,22,1,0,0,96,28,0,0,0,116
cucumber.cucumber,4,0,2,0,117,0,94,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adyliu.zkclient,38,515,5,154,1005,20413,759,14743,0,0,0,0,0,0,3,0,0,0,0,15,0,0,6,1,0,0,58,50,0,0,0,367
turbomanage.storm-gen,56,1165,8,89,1899,32562,565,7153,0,0,0,0,0,0,10,3,0,0,0,3,0,0,17,0,0,0,99,20,0,0,0,102
23.resumable.js,5,42,2,6,121,1191,80,576,0,0,1,0,0,0,3,0,0,0,0,6,0,0,7,0,0,0,7,0,0,0,0,16
openshift.origin,44,246,0,23,58,3941,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,0,0,0,0
MewX.light-novel-library_Wenku8_Android,71,1698,4,0,1878,69964,223,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aboutsip.pkts,1017,821,47,51,29573,29868,6394,4296,0,0,5,2,0,0,31,28,0,0,0,46,0,0,7,0,0,0,41,10,0,0,0,54
highsource.maven-jaxb2-plugin,36,9267,8,184,1855,116825,1319,20898,0,0,0,1,0,0,11,31,0,0,0,2,0,0,18,4,0,0,181,79,0,0,0,197
jurgc11.es-change-feed-plugin,9,69,1,2,236,781,32,190,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2
mvetsch.JWT4B,53,467,6,32,1629,28776,387,3596,0,0,0,5,0,0,1,8,0,0,0,1,0,0,2,1,0,0,24,7,0,0,0,18
danielfernandez.reactive-matchday,74,0,5,0,2039,0,663,0,0,0,0,0,0,0,16,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stratehm.stratum-proxy,142,5732,33,320,6308,175022,3426,32802,0,0,0,0,0,0,12,8,0,0,0,194,0,0,41,29,0,0,171,254,0,0,0,257
variflight.feeyo-redisproxy,472,4792,94,378,15082,147367,7474,47296,0,0,0,4,0,0,45,44,0,0,0,174,0,0,20,24,0,0,126,158,0,0,0,788
soundcloud.roshi,44,246,0,23,58,3941,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,0,0,0,0
DataSketches.sketches-core,278,58,6,5,22209,6099,1199,432,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,5
apache.metamodel,759,16746,111,1028,27453,575032,9030,124316,0,0,3,1,0,1,39,41,0,0,0,210,0,0,71,92,0,0,320,825,0,0,0,1211
qiujiayu.AutoLoadCache,120,5065,31,287,4282,215148,2101,36425,0,0,2,0,0,0,4,5,0,0,0,66,0,0,10,44,0,0,87,177,0,0,0,258
sameersingh.scalaplot,147,5153,4,287,1876,164889,573,50742,0,0,0,0,0,0,6,2,0,0,0,1,0,0,28,19,0,0,108,386,0,0,0,85
EsotericSoftware.kryonet,49,215,4,13,1404,11222,507,2238,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0,0,2,17,0,0,0,2
baihui212.tsharding,48,5190,11,543,1148,260600,512,74676,0,0,0,0,0,0,1,4,0,0,0,13,0,0,49,96,0,0,439,477,0,0,0,570
sorm.sorm,1036,17722,10,408,4970,204769,166,52232,0,0,0,0,0,0,4,4,0,0,0,8,0,0,24,21,0,0,193,332,0,0,0,201
bazhenov.groovy-shell-server,14,5488,0,770,297,228886,0,67007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,45,0,0,145,177,0,0,0,1490
mgodave.barge,8111,3316,421,8,209334,70386,42679,1743,0,0,53,34,0,2,242,193,0,0,0,462,0,0,0,4,0,0,2,0,0,0,0,2
Talend.ui,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
floragunncom.search-guard-ssl,34,34,13,2,1002,1648,707,416,0,0,0,0,0,0,18,3,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,15
GeoKnow.LinkedGeoData,45,1898,6,184,1593,73170,703,17104,0,0,0,0,0,0,7,1,0,0,0,25,0,0,26,10,0,1,206,55,0,0,0,335
awslabs.aws-apigateway-importer,14,4252,9,272,1422,114321,1376,25860,0,0,0,0,0,0,6,0,0,0,0,41,0,0,30,1,0,0,120,109,0,0,0,411
java-deobfuscator.deobfuscator,5180,6477,223,0,205944,193102,33996,0,0,0,14,8,0,0,114,123,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0
spencergibb.spring-cloud-vault-config,84,7532,4,353,1506,241680,100,29616,0,0,0,0,0,0,0,0,0,0,0,6,0,0,18,1,0,0,136,103,0,0,0,690
jmapper-framework.jmapper-core,158,1449,11,120,7382,55351,1105,13370,0,0,0,1,0,0,8,31,0,0,0,3,0,0,22,35,0,0,54,106,0,0,0,87
dieforfree.qart4j,33,1083,8,97,1269,46664,723,8110,0,0,0,0,0,0,4,18,0,0,0,1,0,0,9,1,0,0,48,99,0,0,0,85
uzh.signal-collect,882,4747,53,156,20492,72344,6255,19403,0,0,1,0,0,0,17,89,0,0,0,9,0,0,9,26,0,0,46,211,0,0,0,16
Hive2Hive.Hive2Hive,370,3595,109,351,8784,131174,4532,33252,0,0,4,0,0,0,33,27,0,0,0,251,0,0,107,19,0,0,123,384,0,0,0,262
jcgay.maven-color,16,3719,3,350,309,174712,109,38733,0,0,0,0,0,0,0,1,0,0,0,2,0,0,16,42,0,0,104,107,0,0,0,354
SonarSource.sonarlint-cli,10241,10186,391,0,247056,245466,37594,0,0,0,59,20,0,0,296,131,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0
decorators-squad.camel,37,137,0,24,1069,6911,0,2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,0,0,0,74
JakeWharton.RxRelay,16,1638,0,26,334,28457,0,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,2
hortonworks.simple-yarn-app,3,1657,0,278,130,41046,0,20933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48,0,1,120,73,0,0,0,551
ottogroup.flink-spector,950,9298,17,138,18288,154588,1713,11004,0,0,7,0,0,0,1,4,0,0,0,12,0,0,14,7,0,0,79,31,0,0,0,110
sojamo.oscp5,25,0,10,0,2359,0,1772,0,0,0,0,1,0,0,0,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
angusws.tcx2nikeplus,154,3545,16,137,4798,117340,1412,17066,0,0,6,0,0,0,16,4,0,0,0,8,0,0,22,0,0,0,35,71,0,0,0,169
iZettle.dropwizard-metrics-influxdb,27,1353,4,109,896,43359,367,12071,0,0,0,0,0,0,2,0,0,0,0,3,0,0,17,0,0,0,39,40,0,0,0,389
vakinge.jeesuite-libs,394,29745,101,2033,14629,1121553,6549,226563,0,0,13,7,0,0,42,21,0,0,0,227,0,0,165,111,0,0,1090,1232,0,0,0,3164
GlenKPeterson.UncleJim,186,0,5,0,3103,0,868,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
jacobwgillespie.heroku-minecraft,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vocol.vocol,1,50,1,6,199,2842,199,495,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,29
spring-cloud.spring-cloud-dataflow,709,14719,82,1065,19731,553454,5640,133069,0,0,12,0,0,0,48,13,0,0,0,145,0,0,110,24,0,0,619,691,0,0,0,1310
smallnest.ZKRecipesByExample,62,527,18,35,1024,10558,427,2909,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,3,5,0,0,0,50
google.google-java-format,122,3697,2,88,3958,84546,139,10276,0,0,1,0,0,0,2,0,0,0,0,1,0,0,12,0,0,0,59,5,0,0,0,50
deeplearning4j.nd4j,4717,5842,203,258,248827,263279,38523,42085,0,0,5,69,0,0,98,323,0,0,0,113,0,0,25,1,0,0,201,136,0,0,0,252
alibaba.f2etest,228,23,28,3,3076,851,838,171,0,0,1,0,0,0,10,1,0,0,0,71,0,0,0,0,0,0,0,2,0,0,0,3
jbellis.jamm,18,0,1,0,433,0,110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nutzam.nutz,1297,0,156,0,43236,0,14283,0,0,0,4,84,0,1,89,61,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0
jprante.elasticsearch-skywalker,48,9133,2,438,1554,264679,267,50293,0,0,0,0,0,0,1,1,0,0,0,0,0,0,28,21,0,0,166,502,0,0,0,170
hypercube1024.firefly,1827,10166,208,539,49903,359185,16367,53830,0,0,4,16,0,0,67,93,0,0,0,377,0,0,111,132,0,0,125,516,0,0,0,320
api-ai.apiai-java-sdk,67,219,5,6,1679,5731,606,593,0,0,0,1,0,0,6,6,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,54
ngageoint.geowave,3270,89046,209,2126,105985,2484063,13595,290934,0,0,1,0,0,0,21,294,0,0,0,206,0,0,203,0,0,0,683,1679,0,0,0,2499
dlresende.extreme-carpaccio,12,502,2,13,116,18895,47,1291,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,18,0,0,0,0
Redor.REST-API-Client,25,175,5,19,1270,6036,440,2061,0,0,0,0,0,0,4,8,0,0,0,4,0,0,1,2,0,0,3,4,0,0,0,67
dblock.waffle,221,13162,29,676,5137,217444,2215,52720,0,0,0,0,0,0,36,4,0,0,0,112,0,0,23,6,0,0,293,205,0,0,0,1094
awslabs.aws-dynamodb-encryption-java,103,2911,1,27,3525,76932,26,3480,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,52,0,0,0,6
usethesource.capsule,3387,440,12,14,10791,11162,1649,1131,0,0,3,0,0,0,0,3,0,0,0,6,0,0,2,0,0,0,14,0,0,0,0,2
klamonte.jexer,206,0,23,0,10092,0,1590,0,0,0,0,0,0,0,16,17,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
lightbody.browsermob-proxy,551,9953,169,555,26425,336244,17562,57441,0,3,47,2,0,0,131,77,0,0,0,540,0,0,159,9,0,2,217,545,0,0,0,506
aeshell.aesh,728,195,33,0,15425,7463,2852,0,0,0,0,0,0,0,48,16,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
h2oai.h2o-2,1595,11704,275,662,47756,390530,25729,66722,0,0,5,18,0,0,108,164,0,0,0,183,0,0,58,35,0,0,215,710,0,0,0,841
mslosarz.nextrtc-signaling-server,133,3179,8,155,3068,80588,383,16520,0,0,0,0,0,0,1,1,0,0,0,11,0,0,10,0,0,0,26,50,0,0,0,288
chirino.lmdbjni,29,29,1,2,1231,692,24,171,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1
RobotiumTech.robotium,73,0,10,0,4446,0,2667,0,0,0,0,0,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
authlete.java-oauth-server,59,602,10,82,1444,22958,473,8545,0,0,0,0,0,0,0,9,0,0,0,14,0,0,9,0,0,0,23,217,0,0,0,38
